Bereich;Kategorie;Entgeltschluessel;Geb.Nr.;Minuten;Verguetung_EUR;Leistungsbeschreibung
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220154;0154;90;144,99;bis 90 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220155;0155;120;192,88;bis 120 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220156;0156;180;289,32;bis 180 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220160;0160;10;16,07;bis 10 Minuten Fahrzeit Arzt
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220161;0161;20;32,22;bis 20 Minuten Fahrzeit Arzt
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220162;0162;40;64,45;bis 40 Minuten Fahrzeit Arzt
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220163;0163;60;96,66;bis 60 Minuten Fahrzeit Arzt
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220164;0164;90;144,99;bis 90 Minuten Fahrzeit Arzt
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220165;0165;120;192,88;bis 120 Minuten Fahrzeit Arzt
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220166;0166;180;289,32;bis 180 Minuten Fahrzeit Arzt
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220167;0167;240;385,76;bis 240 Minuten Fahrzeit Arzt
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220170;0170;;179,09;CT-Einzelleistung
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220180;0180;;473,80;NMR-Einzelleistung
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220190;0190;;14,22;je Fall und Quartal für Diagnostik (EKG, EEG, Labor)
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220191;0191;;4,88;Qualitative Stäbchentests (je Substanz/Substanzgruppe) - Amphetamine, Barbiturate, Benzodiazepine, Cannabinoide, Kokain, Methadon, Opiate, u.a. - Je Parameter nur bei substituierten Patienten zusätzlich zur Geb.-Nr. 190 abrechenbar
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220192;0192;;12,91;Quantitative und semiquantitative Bestimmungen (je Untersuchung) - Amphetamine, Barbiturate, Benzodiazepine, Cannabinoide, Kokain, Methadon, Opiate, u.a. - Ggf. mehrfach pro Quartal nur bei substituierten Patienten zusätzlich zu Geb.-Nr. 190 und 191 abrechenbar, jedoch nur bis zu dreimal bei Untersuchungen aus demselben Körpermaterial; Höchstwert 38,73 EUR; sofern die Leistung nicht im eigenen Labor durchgeführt wird, ist die Überweisung an ein externes Labor möglich
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220210;0210;10;14,39;Zeitdauer bis 10 Minuten für Leistungen der sozialpsychiatrischen Grundversorgung, Krisenintervention einschl. amb. Notfallbehandlung, spezifische Einzelbehandlung/Betreuung, Psychodiagnostik, ohne Videosprechstunde
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220211;0211;20;28,78;Zeitdauer bis 20 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220212;0212;40;57,56;Zeitdauer bis 40 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220213;0213;60;86,34;Zeitdauer bis 60 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220214;0214;90;129,47;Zeitdauer bis 90 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220215;0215;120;172,67;Zeitdauer bis 120 Minuten kinder- u. jugendpsychiatrische Abklärung, spezifische Diagnostik, Einzeltherapie
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220216;0216;180;259,00;Zeitdauer bis 180 Minuten kinder- u. jugendpsychiatrische Abklärung, spezifische Diagnostik, Einzeltherapie
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220222;0222;40;16,44;Zeitdauer bis 40 Minuten spezifische Behandlung in der Kleingruppe (bis zu 3 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220223;0223;60;24,66;Zeitdauer bis 60 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220224;0224;90;37,00;Zeitdauer bis 90 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220225;0225;120;49,34;Zeitdauer bis 120 Minuten wie oben (Kleingruppe), (nur mit entsprechender Begründung sind längere Zeiten abrechenbar)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220232;0232;40;8,24;Zeitdauer bis 40 Minuten spezifische Behandlung in der Großgruppe (mind. 4, max. 8 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220233;0233;60;12,36;Zeitdauer bis 60 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220234;0234;90;18,50;Zeitdauer bis 90 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220235;0235;120;24,66;Zeitdauer bis 120 Minuten wie oben (Großgruppe), (nur mit entsprechender Begründung sind längere Zeiten abrechenbar)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220250;0250;10;14,39;bis 10 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220251;0251;20;28,78;bis 20 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220252;0252;40;57,56;bis 40 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220253;0253;60;86,34;bis 60 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220254;0254;90;129,47;bis 90 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220255;0255;120;172,67;bis 120 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220256;0256;180;259,00;bis 180 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220260;0260;10;14,39;bis zu 10 Minuten Fahrzeit Psychologe und Psychotherapeuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220261;0261;20;28,78;bis zu 20 Minuten Fahrzeit Psychologe und Psychotherapeuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220262;0262;40;57,56;bis zu 40 Minuten Fahrzeit Psychologe und Psychotherapeuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220263;0263;60;86,34;bis zu 60 Minuten Fahrzeit Psychologe und Psychotherapeuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220264;0264;90;129,47;bis zu 90 Minuten Fahrzeit Psychologe und Psychotherapeuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220265;0265;120;172,67;bis zu 120 Minuten Fahrzeit Psychologe und Psychotherapeuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen und Psychotherapeuten;35220266;0266;180;259,00;bis zu 180 Minuten Fahrzeit Psychologe und Psychotherapeuten
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220310;0310;10;9,32;bis 10 Minuten für Leistungen der sozialpsychiatrischen Grundversorgung, Krisenintervention einschl. Notfallbehandlung, spezifische Einzelbehandlung/Betreuung
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220311;0311;20;18,63;bis 20 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220312;0312;40;37,22;bis 40 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220313;0313;60;55,86;bis 60 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220314;0314;90;83,77;bis 90 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220315;0315;120;111,66;bis 120 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220316;0316;180;167,49;bis 180 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220317;0317;240;223,31;bis 240 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220322;0322;40;10,65;Zeitdauer bis 40 Minuten spezifische Behandlung in der Kleingruppe (bis zu 3 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220323;0323;60;15,98;Zeitdauer bis 60 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220324;0324;90;23,95;Zeitdauer bis 90 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220325;0325;120;31,88;Zeitdauer bis 120 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220326;0326;180;46,15;Zeitdauer bis 180 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220327;0327;240;63,75;Zeitdauer bis 240 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220332;0332;40;5,33;Zeitdauer bis 40 Minuten spezifische Behandlung in der Großgruppe (mind. 4, max. 8 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220333;0333;60;7,99;Zeitdauer bis 60 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220334;0334;90;11,99;Zeitdauer bis 90 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220335;0335;120;15,98;Zeitdauer bis 120 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220336;0336;180;23,96;Zeitdauer bis 180 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220337;0337;240;31,95;Zeitdauer bis 240 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220360;0360;10;9,32;bis zu 10 Minuten Fahrzeit Pflegepersonal
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220361;0361;20;18,63;bis zu 20 Minuten Fahrzeit Pflegepersonal
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220362;0362;40;37,22;bis zu 40 Minuten Fahrzeit Pflegepersonal
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220363;0363;60;55,86;bis zu 60 Minuten Fahrzeit Pflegepersonal
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220364;0364;90;83,77;bis zu 90 Minuten Fahrzeit Pflegepersonal
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220365;0365;120;111,66;bis zu 120 Minuten Fahrzeit Pflegepersonal
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220366;0366;180;167,49;bis zu 180 Minuten Fahrzeit Pflegepersonal
Kinder- und Jugendpsychiatrie;Leistungen v. Pflegepersonal;35220367;0367;240;223,31;bis zu 240 Minuten Fahrzeit Pflegepersonal
Kinder- und Jugendpsychiatrie;Leistungen v. Sozialpädagogen;35220411;0411;20;23,90;bis 20 Minuten für Leistungen der sozialpsychiatrischen Grundversorgung, Krisenintervention einschl. Notfallbehandlung, spezifische Einzelbehandlung/Betreuung
Kinder- und Jugendpsychiatrie;Leistungen v. Sozialpädagogen;35220412;0412;40;47,74;bis 40 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen v. Sozialpädagogen;35220413;0413;60;71,61;bis 60 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen v. Sozialpädagogen;35220414;0414;90;107,43;bis 90 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen v. Sozialpädagogen;35220415;0415;120;143,20;bis 120 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen v. Sozialpädagogen;35220422;0422;40;13,64;Zeitdauer bis 40 Minuten spezifische Behandlung in der Kleingruppe (bis zu 3 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen v. Sozialpädagogen;35220423;0423;60;20,46;Zeitdauer bis 60 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen v. Sozialpädagogen;35220424;0424;90;30,65;Zeitdauer bis 90 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen v. Sozialpädagogen;35220425;0425;120;40,92;Zeitdauer bis 120 Minuten wie oben (Kleingruppe), (nur mit entsprechender Begründung sind längere Zeiten abrechenbar)
Kinder- und Jugendpsychiatrie;Leistungen v. Sozialpädagogen;35220461;0461;20;23,90;Fahrtzeit bis 20 Min. im Zusammenhang mit Leistungen v. Sozialpädagogen
Kinder- und Jugendpsychiatrie;Leistungen v. Sozialpädagogen;35220462;0462;40;47,74;Fahrtzeit bis 40 Min. im Zusammenhang mit Leistungen v. Sozialpädagogen
Kinder- und Jugendpsychiatrie;Leistungen v. Sozialpädagogen;35220463;0463;60;71,61;Fahrtzeit bis 60 Min. im Zusammenhang mit Leistungen v. Sozialpädagogen
Kinder- und Jugendpsychiatrie;Leistungen v. Sozialpädagogen;35220464;0464;90;107,43;Fahrtzeit bis 90 Min. im Zusammenhang mit Leistungen v. Sozialpädagogen
Kinder- und Jugendpsychiatrie;Leistungen v. Sozialpädagogen;35220465;0465;120;143,20;Fahrtzeit bis 120 Min. im Zusammenhang mit Leistung. v. Sozialpädagogen
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220510;0510;10;10,26;bis 10 Minuten für Leistungen der sozialpsychiatrischen Grundversorgung, spezifische Einzelbehandlung/Betreuung
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220511;0511;20;20,52;bis 20 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220512;0512;40;41,09;bis 40 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220513;0513;60;61,59;bis 60 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220514;0514;90;92,41;bis 90 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220515;0515;120;123,21;bis 120 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220516;0516;180;184,76;bis 180 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220522;0522;40;11,69;Zeitdauer bis 40 Minuten spezifische Behandlung in der Kleingruppe (bis zu 3 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220523;0523;60;17,54;Zeitdauer bis 60 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220524;0524;90;26,37;Zeitdauer bis 90 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220525;0525;120;35,19;Zeitdauer bis 120 Minuten wie oben (Kleingruppe), (nur mit entsprechender Begründung sind längere Zeiten abrechenbar)
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220532;0532;40;5,86;Zeitdauer bis 40 Minuten spezifische Behandlung in der Großgruppe (mind. 4, max. 8 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220533;0533;60;8,79;Zeitdauer bis 60 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220534;0534;90;13,22;Zeitdauer bis 90 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220535;0535;120;17,54;Zeitdauer bis 120 Minuten wie oben (Großgruppe), (nur mit entsprechender Begründung sind längere Zeiten abrechenbar)
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220560;0560;10;10,26;bis zu 10 Minuten Fahrzeit Ergotherapeut
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220561;0561;20;20,52;bis zu 20 Minuten Fahrzeit Ergotherapeut
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220562;0562;40;41,09;bis zu 40 Minuten Fahrzeit Ergotherapeut
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220563;0563;60;61,59;bis zu 60 Minuten Fahrzeit Ergotherapeut
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220564;0564;90;92,41;bis zu 90 Minuten Fahrzeit Ergotherapeut
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220565;0565;120;123,21;bis zu 120 Minuten Fahrzeit Ergotherapeut
Kinder- und Jugendpsychiatrie;Leistungen von Ergotherapeuten;35220566;0566;180;184,76;bis zu 180 Minuten Fahrzeit Ergotherapeut
Kinder- und Jugendpsychiatrie;Team-/Fallbesprechung;35220040;0040;10;61,98;Zeitdauer mindestens 10 Minuten multiprofessionelle Team-/Fallbesprechung durch Standardgruppe (Arzt, Psychologe, Sozialpädagoge, Sprachtherapeut, sonstige nichtärztliche Therapeuten) je Patient max. 4mal im Quartal. Mindestteilnehmer: 5, Ausnahme: 4 Teilnehmer. Daneben ist die Ziffer 0048 abrechenbar, wenn durch Addition der Zeiteinheiten max. 40 Minuten zusammenkommen
Kinder- und Jugendpsychiatrie;Team-/Fallbesprechung;35220048;0048;20;124,04;Zeitdauer mindestens 20 Minuten multiprofessionelle Team-/Fallbesprechung durch Standardgruppe (Arzt, Psychologe, Sozialpädagoge, Sprachtherapeut, sonstige nichtärztliche Therapeuten) je Patient zweimal im Quartal. Mindestteilnehmer: 5, Ausnahme: 4 Teilnehmer
Kinder- und Jugendpsychiatrie;Fallkonferenz;35220059;0059;60;371,87;Zeitdauer mindestens 60 Minuten multiprofessionelle Fallkonferenz durch Standardgruppe (Arzt, Psychologe, Sozialpädagoge, Sprachtherapeut, sonstige nichtärztliche Therapeuten) je Patient einmal im Jahr. Mindestteilnehmer: 5, Ausnahme: 4 Teilnehmer
