Bereich;Kategorie;Entgeltschluessel;Geb.Nr.;Minuten;Verguetung_EUR;Leistungsbeschreibung
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220124;0124;90;41,41;Ärztliche Leistungen Zeitdauer bis 90 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220125;0125;120;55,26;Ärztliche Leistungen Zeitdauer bis 120 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220132;0132;40;9,19;Ärztliche Leistungen Zeitdauer bis 40 Minuten spezifische Behandlung in der Großgruppe (mind. 4, max. 8 Patienten)
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220133;0133;60;13,79;Ärztliche Leistungen Zeitdauer bis 60 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220134;0134;90;20,70;Ärztliche Leistungen Zeitdauer bis 90 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220135;0135;120;27,62;Ärztliche Leistungen Zeitdauer bis 120 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220150;0150;10;16,07;Ärztliche Leistungen Zeitdauer bis 10 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220151;0151;20;32,22;Ärztliche Leistungen Zeitdauer bis 20 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220152;0152;40;64,45;Ärztliche Leistungen Zeitdauer bis 40 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220153;0153;60;96,66;Ärztliche Leistungen Zeitdauer bis 60 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220154;0154;90;144,99;Ärztliche Leistungen Zeitdauer bis 90 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220155;0155;120;192,88;Ärztliche Leistungen Zeitdauer bis 120 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220156;0156;180;289,32;Ärztliche Leistungen Zeitdauer bis 180 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220160;0160;10;16,07;Fahrtzeit dazu bis 10 Minuten
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220161;0161;20;32,22;Fahrtzeit dazu bis 20 Minuten
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220162;0162;40;64,45;Fahrtzeit dazu bis 40 Minuten
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220163;0163;60;96,66;Fahrtzeit dazu bis 60 Minuten
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220164;0164;90;144,99;Fahrtzeit dazu bis 90 Minuten
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220165;0165;120;192,88;Fahrtzeit dazu bis 120 Minuten
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220166;0166;180;289,32;Fahrtzeit dazu bis 180 Minuten
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220167;0167;240;385,76;Fahrtzeit dazu bis 240 Minuten
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220170;0170;;179,09;CT-Einzelleistung
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220180;0180;;473,80;NMR-Einzelleistung
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220190;0190;;14,22;Je Fall und Quartal Grundpauschale für Laborleistungen für Diagnostik (EKG, EEG, Labor)
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220191;0191;;4,88;Qualitative Stäbchentests (Suchtests) - Amphetamine, Barbiturate, Benzodiazepine, Cannabinoide, Kokain, Methadon, Opiate, u.a. - je Parameter nur bei substituierten Patienten zusätzlich zur Geb.-Nr. 190 abrechenbar
Kinder- und Jugendpsychiatrie;Ärztliche Leistungen;35220192;0192;;12,91;Quantitative und semiquantitative Bestimmungen - Amphetamine, Barbiturate, Benzodiazepine, Cannabinoide, Kokain, Methadon, Opiate, u.a. - ggf. mehrfach pro Quartal nur bei substituierten Patienten zusätzlich zu Geb.-Nr. 190 und 191 abrechenbar, jedoch nur bis zu dreimal bei Untersuchungen aus demselben Körpermaterial; Höchstwert 38,73 EUR; sofern die Leistung nicht im eigenen Labor durchgeführt wird, ist die Überweisung an ein externes Labor möglich
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220210;0210;10;13,89;Leistungen von Psychologen Zeitdauer bis 10 Minuten Kinder- u. jugendpsychiatrische Abklärung, spezifische Diagnostik, Einzeltherapie
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220211;0211;20;27,77;Leistungen von Psychologen Zeitdauer bis 20 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220212;0212;40;55,54;Leistungen von Psychologen Zeitdauer bis 40 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220213;0213;60;83,32;Leistungen von Psychologen Zeitdauer bis 60 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220214;0214;90;124,94;Leistungen von Psychologen Zeitdauer bis 90 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220215;0215;120;166,62;Leistungen von Psychologen Zeitdauer bis 120 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220216;0216;180;249,94;Leistungen von Psychologen Zeitdauer bis 180 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220222;0222;40;15,86;Leistungen von Psychologen Zeitdauer bis 40 Minuten spezifische Behandlung in der Kleingruppe (bis zu 3 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220223;0223;60;23,80;Leistungen von Psychologen Zeitdauer bis 60 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220224;0224;90;35,71;Leistungen von Psychologen Zeitdauer bis 90 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220225;0225;120;47,61;Leistungen von Psychologen Zeitdauer bis 120 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220232;0232;40;7,95;Leistungen von Psychologen Zeitdauer bis 40 Minuten spezifische Behandlung in der Großgruppe (mind. 4, max. 8 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220233;0233;60;11,92;Leistungen von Psychologen Zeitdauer bis 60 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220234;0234;90;17,85;Leistungen von Psychologen Zeitdauer bis 90 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220235;0235;120;23,80;Leistungen von Psychologen Zeitdauer bis 120 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220250;0250;180;35,77;Leistungen von Psychologen Zeitdauer bis 180 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220251;0251;20;27,77;Leistungen von Psychologen Zeitdauer bis 20 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220252;0252;40;55,54;Leistungen von Psychologen Zeitdauer bis 40 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220253;0253;60;83,32;Leistungen von Psychologen Zeitdauer bis 60 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220254;0254;90;124,94;Leistungen von Psychologen Zeitdauer bis 90 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220255;0255;120;166,62;Leistungen von Psychologen Zeitdauer bis 120 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220256;0256;180;249,94;Leistungen von Psychologen Zeitdauer bis 180 Minuten für Leistungen im Rahmen einer Videosprechstunde
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220260;0260;10;13,89;Fahrzeit Psychologe bis zu 10 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220261;0261;20;27,77;Fahrzeit Psychologe bis zu 20 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220262;0262;40;55,54;Fahrzeit Psychologe bis zu 40 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220263;0263;60;83,32;Fahrzeit Psychologe bis zu 60 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220264;0264;90;124,94;Fahrzeit Psychologe bis zu 90 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220265;0265;120;166,62;Fahrzeit Psychologe bis zu 120 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychologen;35220266;0266;180;249,94;Fahrzeit Psychologe bis zu 180 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220310;0310;10;9,32;Zeitdauer bis 10 Minuten spezifische Diagnostik, Einzeltherapie
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220311;0311;20;18,63;Zeitdauer bis 20 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220312;0312;40;37,22;Zeitdauer bis 40 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220313;0313;60;55,86;Zeitdauer bis 60 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220314;0314;90;83,77;Zeitdauer bis 90 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220315;0315;120;111,66;Zeitdauer bis 120 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220316;0316;180;167,84;Zeitdauer bis 180 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220322;0322;40;10,65;Zeitdauer bis 40 Minuten spezifische Behandlung in der Kleingruppe (bis zu 3 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220323;0323;60;15,98;Zeitdauer bis 60 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220324;0324;90;23,95;Zeitdauer bis 90 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220325;0325;120;31,88;Zeitdauer bis 120 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220326;0326;180;46,15;Zeitdauer bis 180 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220332;0332;40;5,33;Zeitdauer bis 40 Minuten spezifische Behandlung in der Großgruppe (mind. 4, max. 8 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220333;0333;60;7,99;Zeitdauer bis 60 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220334;0334;90;11,99;Zeitdauer bis 90 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220335;0335;120;15,98;Zeitdauer bis 120 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220336;0336;180;23,96;Zeitdauer bis 180 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220360;0360;10;9,32;Fahrzeit bis zu 10 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220361;0361;20;18,63;Fahrzeit bis zu 20 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220362;0362;40;37,22;Fahrzeit bis zu 40 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220363;0363;60;55,86;Fahrzeit bis zu 60 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220364;0364;90;83,77;Fahrzeit bis zu 90 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220365;0365;120;111,66;Fahrzeit bis zu 120 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Bewegungs-/Ergotherapeuten und Pflegekräften;35220366;0366;180;167,84;Fahrzeit bis zu 180 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220410;0410;10;10,26;Zeitdauer bis 10 Minuten spezifische Diagnostik, Einzeltherapie
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220411;0411;20;20,52;Zeitdauer bis 20 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220412;0412;40;41,09;Zeitdauer bis 40 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220413;0413;60;61,59;Zeitdauer bis 60 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220414;0414;90;92,41;Zeitdauer bis 90 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220415;0415;120;123,21;Zeitdauer bis 120 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220416;0416;180;184,66;Zeitdauer bis 180 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220422;0422;40;11,69;Zeitdauer bis 40 Minuten spezifische Behandlung in der Kleingruppe (bis zu 3 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220423;0423;60;17,54;Zeitdauer bis 60 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220424;0424;90;26,37;Zeitdauer bis 90 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220425;0425;120;35,19;Zeitdauer bis 120 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220426;0426;180;52,62;Zeitdauer bis 180 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220460;0460;10;10,26;Fahrtzeit dazu bis 10 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220461;0461;20;20,52;Fahrtzeit dazu bis 20 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220462;0462;40;41,09;Fahrtzeit dazu bis 40 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220463;0463;60;61,59;Fahrtzeit dazu bis 60 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220464;0464;90;92,41;Fahrtzeit dazu bis 90 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220465;0465;120;123,21;Fahrtzeit dazu bis 120 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Sprachtherapeuten;35220466;0466;180;184,66;Fahrtzeit dazu bis 180 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220510;0510;10;11,91;Zeitdauer bis 10 Minuten Kinder- und jugendpsychiatrische Abklärung, Einzeltherapie
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220511;0511;20;23,90;Zeitdauer bis 20 Minuten Kinder- und jugendpsychiatrische Abklärung, Einzeltherapie
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220512;0512;40;47,74;Zeitdauer bis 40 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220513;0513;60;71,61;Zeitdauer bis 60 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220514;0514;90;107,43;Zeitdauer bis 90 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220515;0515;120;143,20;Zeitdauer bis 120 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220516;0516;180;214,80;Zeitdauer bis 180 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220522;0522;40;13,64;Zeitdauer bis 40 Minuten spezifische Behandlung in der Kleingruppe (bis zu 3 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220523;0523;60;20,46;Zeitdauer bis 60 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220524;0524;90;30,65;Zeitdauer bis 90 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220525;0525;120;40,92;Zeitdauer bis 120 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220532;0532;40;6,80;Zeitdauer bis 40 Minuten spezifische Behandlung in der Großgruppe (mind. 4, max. 8 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220533;0533;60;10,20;Zeitdauer bis 60 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220534;0534;90;15,38;Zeitdauer bis 90 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220535;0535;120;20,46;Zeitdauer bis 120 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220536;0536;180;30,65;Zeitdauer bis 180 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220560;0560;10;11,91;Fahrtzeit dazu bis 10 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220561;0561;20;23,90;Fahrtzeit dazu bis 20 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220562;0562;40;47,74;Fahrtzeit dazu bis 40 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220563;0563;60;71,61;Fahrtzeit dazu bis 60 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220564;0564;90;107,43;Fahrtzeit dazu bis 90 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220565;0565;120;143,20;Fahrtzeit dazu bis 120 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Sozialpädagogen;35220566;0566;180;214,80;Fahrtzeit dazu bis 180 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220610;0610;10;14,89;Zeitdauer bis 10 Minuten spezifische Diagnostik, Einzeltherapie
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220611;0611;20;29,79;Zeitdauer bis 20 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220612;0612;40;59,57;Zeitdauer bis 40 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220613;0613;60;89,37;Zeitdauer bis 60 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220614;0614;90;134,00;Zeitdauer bis 90 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220615;0615;120;178,71;Zeitdauer bis 120 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220616;0616;180;268,07;Zeitdauer bis 180 Minuten wie oben
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220622;0622;40;17,01;Zeitdauer bis 40 Minuten spezifische Behandlung in der Kleingruppe (bis zu 3 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220623;0623;60;25,52;Zeitdauer bis 60 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220624;0624;90;38,30;Zeitdauer bis 90 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220625;0625;120;51,07;Zeitdauer bis 120 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220626;0626;180;76,57;Zeitdauer bis 180 Minuten wie oben (Kleingruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220632;0632;40;8,53;Zeitdauer bis 40 Minuten spezifische Behandlung in der Großgruppe (mindestens 4, max. 8 Patienten)
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220633;0633;60;12,79;Zeitdauer bis 60 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220634;0634;90;19,14;Zeitdauer bis 90 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220635;0635;120;25,52;Zeitdauer bis 120 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220636;0636;180;38,37;Zeitdauer bis 180 Minuten wie oben (Großgruppe)
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220661;0661;20;29,79;Fahrtzeit dazu bis 20 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220662;0662;40;59,57;Fahrtzeit dazu bis 40 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220663;0663;60;89,37;Fahrtzeit dazu bis 60 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220664;0664;90;134,00;Fahrtzeit dazu bis 90 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220665;0665;120;178,71;Fahrtzeit dazu bis 120 Minuten
Kinder- und Jugendpsychiatrie;Leistungen von Psychotherapeuten;35220666;0666;180;268,07;Fahrtzeit dazu bis 180 Minuten
Kinder- und Jugendpsychiatrie;Team-/Fallbesprechung;35220040;0040;10;61,98;Team-/Fallbesprechung Zeitdauer mindestens 10 Minuten multiprofessionelle Team-/Fallbesprechung durch Standardgruppe (Arzt, Psychologe, Sozialpädagoge, Sprachtherapeut, sonstige nichtärztliche Therapeuten) je Patient max. 4mal im Quartal. Mindestteilnehmer: 5, Ausnahme: 4 Teilnehmer. Daneben ist die Ziffer 0048 abrechenbar, wenn durch Addition der Zeiteinheiten max. 40 Minuten zusammenkommen
Kinder- und Jugendpsychiatrie;Team-/Fallbesprechung;35220048;0048;20;124,04;Team-/Fallbesprechung Zeitdauer mindestens 20 Minuten multiprofessionelle Team-/Fallbesprechung durch Standardgruppe (Arzt, Psychologe, Sozialpädagoge, Sprachtherapeut, sonstige nichtärztliche Therapeuten) je Patient zweimal im Quartal. Mindestteilnehmer: 5, Ausnahme: 4 Teilnehmer
Kinder- und Jugendpsychiatrie;Fallkonferenz;35220059;0059;60;371,87;Fallkonferenz Zeitdauer mindestens 60 Minuten multiprofessionelle Fallkonferenz durch Standardgruppe (Arzt, Psychologe, Sozialpädagoge, Sprachtherapeut, sonstige nichtärztliche Therapeuten) je Patient einmal im Jahr. Mindestteilnehmer: 5, Ausnahme: 4 Teilnehmer
